-250,0.068255644
-245,0.069925922
-240,0.044849662
-235,0.05602138
-230,0.05243567
-225,0.061337203
-220,0.073345727
-215,0.045581063
-210,0.056038111
-205,0.070711849
-200,0.067847329
-195,0.07593968
-190,0.070234108
-185,0.067725894
-180,0.082410398
-175,0.075283055
-170,0.087256042
-165,0.095408281
-160,0.100735437
-155,0.118566585
-150,0.147564207
-145,0.170724198
-140,0.160042528
-135,0.130515245
-130,0.102138471
-125,0.093908407
-120,0.099821328
-115,0.078873587
-110,0.085061614
-105,0.083381914
-100,0.075831069
-95,0.093405738
-90,0.073102656
-85,0.063168635
-80,0.039850562
-75,0.058645403
-70,0.049550197
-65,0.048562062
-60,0.050928194
-55,0.014287421
-50,0.03289586
-45,0.031212409
-40,0.007625265
-35,0.023881925
-30,0.014979968
-25,0.017167045
-20,0.001440886
-15,-0.027200704
-10,-0.054259842
-5,-0.02948857
0,0.009361147
5,-0.00258656
10,-0.004137532
15,-0.005617154
20,-0.001027008
25,-0.0043686
30,0.013481639
35,0.014772357
40,0.009127277
45,0.028545198
50,0.033024998
55,0.018315628
60,-0.003208882
65,0.004325574
70,-0.002081823
75,-0.012431813
80,0.012899938
85,0.004287842
90,-0.009268614
95,-0.015769864
100,-0.004216268
105,-0.020858108
110,-0.006820591
115,-0.000728846
120,-0.004582926
125,0.002617192
130,0.014746607
135,-0.017569503
140,-0.011830887
145,-0.011037216
150,-0.001188082
155,-0.005783005
160,-0.001613093
165,-0.000386043
170,-0.020226145
175,-0.029090943
180,-0.000896241
185,-0.009641096
190,0.011675509
195,0.022679666
200,0.020372548
205,0.0061304
210,0.005954545
215,0.011846385
220,-0.005692606
225,-0.005035875
230,-0.000306792
235,-0.009503652
240,0.009375328
245,0.013132005
250,0.001268315
