X-Loc(m)	Y-Loc(m)	time(min)	Field Strength(nT)	Base Station(nT)
50.0	25.0	296.0	51314.3		51314.5
60.0	25.0	296.5	51314.2		51313.1
70.0	25.0	297.0	51315.7		51314.3
80.0	25.0	297.5	51315.4		51315.1
90.0	25.0	298.0	51314.4		51315.9
100.0	25.0	298.5	51315.9		51316.4
110.0	25.0	299.0	51315.6		51317.4
120.0	25.0	299.5	51316.3		51315.7
130.0	25.0	300.0	51315.6		51314.6
140.0	25.0	300.5	51318.3		51316.5
150.0	25.0	301.0	51315.9		51316.6
160.0	25.0	301.5	51315.4		51316.7
170.0	25.0	302.0	51314.4		51314.0
180.0	25.0	302.5	51314.6		51312.6
190.0	25.0	303.0	51315.4		51314.8
200.0	25.0	303.5	51317.9		51313.8
210.0	25.0	304.0	51319.3		51316.3
220.0	25.0	304.5	51355.0		51314.8
230.0	25.0	305.0	51538.2		51316.0
240.0	25.0	305.5	51334.2		51314.5
250.0	25.0	306.0	51312.5		51315.2
-250.0	50.0	306.5	51315.6		51316.6
-240.0	50.0	307.0	51314.3		51314.2
-230.0	50.0	307.5	51315.2		51316.8
-220.0	50.0	308.0	51313.8		51313.5
-210.0	50.0	308.5	51316.1		51314.8
-200.0	50.0	309.0	51314.6		51315.4
-190.0	50.0	309.5	51313.8		51313.3
-180.0	50.0	310.0	51312.7		51313.4
-170.0	50.0	310.5	51317.2		51312.9
-160.0	50.0	311.0	51336.0		51314.1
-150.0	50.0	311.5	51324.5		51313.9
-140.0	50.0	312.0	51309.6		51313.0
-130.0	50.0	312.5	51312.3		51312.9
-120.0	50.0	313.0	51312.7		51314.4
-110.0	50.0	313.5	51311.7		51313.4
-100.0	50.0	314.0	51310.8		51311.1
-90.0	50.0	314.5	51312.3		51314.9
-80.0	50.0	315.0	51310.0		51309.9
-70.0	50.0	315.5	51313.3		51314.5
-60.0	50.0	316.0	51311.5		51312.0
-50.0	50.0	316.5	51312.7		51311.4
-40.0	50.0	317.0	51314.2		51314.3
-30.0	50.0	317.5	51313.2		51314.5
-20.0	50.0	318.0	51310.8		51313.2
-10.0	50.0	318.5	51310.2		51308.4
0.0	50.0	319.0	51310.8		51312.0
10.0	50.0	319.5	51311.2		51311.3
20.0	50.0	320.0	51313.5		51312.8
30.0	50.0	320.5	51311.0		51310.3
40.0	50.0	321.0	51311.9		51312.0
50.0	50.0	321.5	51312.8		51311.1
60.0	50.0	322.0	51312.4		51312.0
70.0	50.0	322.5	51311.9		51312.7
80.0	50.0	323.0	51311.3		51312.6
90.0	50.0	323.5	51312.9		51310.2
100.0	50.0	324.0	51315.0		51315.7
110.0	50.0	324.5	51315.0		51313.4
120.0	50.0	325.0	51316.0		51313.2
130.0	50.0	325.5	51316.6		51316.2
140.0	50.0	326.0	51314.7		51314.7
150.0	50.0	326.5	51314.0		51312.4
160.0	50.0	327.0	51319.4		51321.1
170.0	50.0	327.5	51317.4		51316.8
180.0	50.0	328.0	51319.0		51318.7
190.0	50.0	328.5	51316.6		51316.2
200.0	50.0	329.0	51277.0		51318.5
210.0	50.0	329.5	51519.2		51319.3
220.0	50.0	330.0	51310.5		51318.2
230.0	50.0	330.5	51314.1		51321.9
240.0	50.0	331.0	51315.8		51319.9
250.0	50.0	331.5	51320.0		51320.3
-250.0	75.0	332.0	51319.4		51318.8
-240.0	75.0	332.5	51320.4		51318.7
-230.0	75.0	333.0	51320.0		51321.4
-220.0	75.0	333.5	51324.1		51324.4
-210.0	75.0	334.0	51324.7		51325.8
-200.0	75.0	334.5	51323.9		51321.9
-190.0	75.0	335.0	51326.2		51323.9
-180.0	75.0	335.5	51329.7		51325.2
-170.0	75.0	336.0	51344.8		51327.3
-160.0	75.0	336.5	51342.6		51326.9
-150.0	75.0	337.0	51323.0		51323.7
-140.0	75.0	337.5	51323.1		51326.5
-130.0	75.0	338.0	51323.8		51323.9
-120.0	75.0	338.5	51325.8		51326.4
-110.0	75.0	339.0	51327.4		51327.7
-100.0	75.0	339.5	51323.0		51323.3
-90.0	75.0	340.0	51323.8		51324.3
-80.0	75.0	340.5	51322.5		51324.1
-70.0	75.0	341.0	51326.2		51327.6
-60.0	75.0	341.5	51325.3		51325.6
-50.0	75.0	342.0	51325.6		51324.8
-40.0	75.0	342.5	51325.2		51326.6
-30.0	75.0	343.0	51326.8		51326.3
-20.0	75.0	343.5	51327.3		51328.8
-10.0	75.0	344.0	51327.6		51327.7
0.0	75.0	344.5	51328.5		51326.9
10.0	75.0	345.0	51326.8		51326.9
20.0	75.0	345.5	51330.0		51330.7
30.0	75.0	346.0	51329.5		51328.6
40.0	75.0	346.5	51327.9		51329.4
50.0	75.0	347.0	51329.9		51330.4
60.0	75.0	347.5	51330.0		51329.5
70.0	75.0	348.0	51328.9		51331.4
80.0	75.0	348.5	51331.2		51331.7
90.0	75.0	349.0	51332.2		51331.7
100.0	75.0	349.5	51333.6		51334.3
110.0	75.0	350.0	51336.8		51334.9
120.0	75.0	350.5	51334.0		51333.8
130.0	75.0	351.0	51335.2		51334.6
140.0	75.0	351.5	51334.6		51334.0
150.0	75.0	352.0	51335.7		51334.0
160.0	75.0	352.5	51338.8		51335.0
170.0	75.0	353.0	51338.2		51337.7
180.0	75.0	353.5	51326.7		51336.1
190.0	75.0	354.0	51101.0		51337.1
200.0	75.0	354.5	51339.7		51337.9
210.0	75.0	355.0	51349.6		51339.9
220.0	75.0	355.5	51334.8		51337.7
230.0	75.0	356.0	51342.5		51341.9
240.0	75.0	356.5	51340.9		51343.0
250.0	75.0	357.0	51341.2		51341.9
-250.0	100.0	357.5	51342.6		51343.5
-240.0	100.0	358.0	51341.7		51341.7
-230.0	100.0	358.5	51342.6		51342.5
-220.0	100.0	359.0	51338.9		51339.9
-210.0	100.0	359.5	51343.2		51341.1
-200.0	100.0	390.0	51322.7		51322.6
-190.0	100.0	390.5	51325.1		51321.9
-180.0	100.0	391.0	51331.8		51324.2
-170.0	100.0	391.5	51340.6		51322.9
-160.0	100.0	392.0	51322.9		51321.1
-150.0	100.0	392.5	51320.6		51322.7
-140.0	100.0	393.0	51320.7		51321.3
-130.0	100.0	393.5	51322.4		51324.2
-120.0	100.0	394.0	51322.4		51324.7
-110.0	100.0	394.5	51319.9		51321.2
-100.0	100.0	395.0	51321.5		51322.4
-90.0	100.0	395.5	51322.5		51322.0
-80.0	100.0	396.0	51323.3		51322.8
-70.0	100.0	396.5	51321.7		51323.1
-60.0	100.0	397.0	51323.8		51323.0
-50.0	100.0	397.5	51326.8		51325.5
-40.0	100.0	398.0	51326.2		51327.8
-30.0	100.0	398.5	51326.4		51325.1
-20.0	100.0	399.0	51326.9		51327.4
-10.0	100.0	399.5	51324.9		51324.6
0.0	100.0	400.0	51328.0		51328.9
10.0	100.0	400.5	51327.8		51328.8
20.0	100.0	401.0	51329.0		51329.7
30.0	100.0	401.5	51329.4		51328.4
40.0	100.0	402.0	51331.0		51329.4
50.0	100.0	402.5	51328.8		51328.3
60.0	100.0	403.0	51331.1		51332.4
70.0	100.0	403.5	51331.4		51329.5
80.0	100.0	404.0	51331.7		51332.4
90.0	100.0	404.5	51334.6		51332.8
100.0	100.0	405.0	51337.3		51335.3
110.0	100.0	405.5	51335.0		51336.0
120.0	100.0	406.0	51337.0		51335.4
130.0	100.0	406.5	51336.7		51337.5
140.0	100.0	407.0	51342.4		51337.6
150.0	100.0	407.5	51337.6		51338.4
160.0	100.0	408.0	51366.7		51340.8
170.0	100.0	408.5	51086.4		51339.4
180.0	100.0	409.0	51344.2		51340.4
190.0	100.0	409.5	51334.9		51337.4
200.0	100.0	410.0	51337.9		51340.0
210.0	100.0	410.5	51339.9		51341.3
220.0	100.0	411.0	51343.2		51341.0
230.0	100.0	411.5	51341.0		51337.9
240.0	100.0	412.0	51338.1		51339.6
250.0	100.0	412.5	51341.6		51340.3
-250.0	125.0	413.0	51341.2		51341.2
-240.0	125.0	413.5	51340.6		51339.2
-230.0	125.0	414.0	51342.3		51343.5
-220.0	125.0	414.5	51341.8		51343.0
-210.0	125.0	415.0	51342.1		51341.0
-200.0	125.0	415.5	51343.5		51342.8
-190.0	125.0	416.0	51347.6		51342.8
-180.0	125.0	416.5	51366.5		51344.6
-170.0	125.0	417.0	51355.2		51343.2
-160.0	125.0	417.5	51339.8		51339.6
-150.0	125.0	418.0	51341.8		51341.7
-140.0	125.0	418.5	51341.6		51343.6
-130.0	125.0	419.0	51342.5		51343.1
-120.0	125.0	419.5	51343.6		51346.1
-110.0	125.0	420.0	51343.2		51345.0
-100.0	125.0	420.5	51344.5		51344.6
-90.0	125.0	421.0	51341.5		51342.2
-80.0	125.0	421.5	51341.1		51340.8
-70.0	125.0	422.0	51343.1		51342.5
-60.0	125.0	422.5	51341.6		51342.7
-50.0	125.0	423.0	51343.2		51343.1
-40.0	125.0	423.5	51342.8		51341.9
-30.0	125.0	424.0	51344.5		51344.8
-20.0	125.0	424.5	51344.3		51343.9
-10.0	125.0	425.0	51340.4		51342.0
0.0	125.0	425.5	51340.3		51341.3
10.0	125.0	426.0	51345.7		51346.1
20.0	125.0	426.5	51344.7		51345.2
30.0	125.0	427.0	51341.9		51342.9
40.0	125.0	427.5	51344.6		51343.2
50.0	125.0	428.0	51346.8		51346.9
60.0	125.0	428.5	51343.8		51343.7
70.0	125.0	429.0	51348.0		51346.1
80.0	125.0	429.5	51350.3		51347.2
90.0	125.0	430.0	51348.1		51347.0
100.0	125.0	430.5	51350.1		51347.3
110.0	125.0	431.0	51347.0		51345.3
120.0	125.0	431.5	51349.8		51347.4
130.0	125.0	432.0	51352.7		51351.3
140.0	125.0	432.5	51348.9		51350.9
150.0	125.0	433.0	50302.7		51350.3
160.0	125.0	433.5	51365.4		51348.9
170.0	125.0	434.0	51352.7		51349.9
180.0	125.0	434.5	51351.8		51352.2
190.0	125.0	435.0	51349.1		51348.7
200.0	125.0	435.5	51348.0		51348.4
210.0	125.0	436.0	51353.1		51352.0
220.0	125.0	436.5	51351.2		51351.1
230.0	125.0	437.0	51352.9		51351.7
240.0	125.0	437.5	51354.1		51350.3
250.0	125.0	438.0	51354.9		51353.2
-250.0	150.0	438.5	51350.0		51350.5
-240.0	150.0	439.0	51350.7		51350.7
-230.0	150.0	439.5	51350.0		51349.4
-220.0	150.0	440.0	51349.0		51348.6
-210.0	150.0	440.5	51351.3		51349.8
-200.0	150.0	441.0	51353.9		51349.5
-190.0	150.0	441.5	51368.3		51350.1
-180.0	150.0	442.0	51369.1		51351.5
-170.0	150.0	442.5	51350.6		51350.9
-160.0	150.0	443.0	51347.7		51348.7
-150.0	150.0	443.5	51350.0		51350.7
-140.0	150.0	444.0	51350.3		51351.0
-130.0	150.0	444.5	51348.0		51349.4
-120.0	150.0	445.0	51351.6		51350.3
-110.0	150.0	445.5	51350.1		51349.5
-100.0	150.0	446.0	51350.4		51350.2
-90.0	150.0	446.5	51349.4		51350.8
-80.0	150.0	447.0	51350.1		51349.3
-70.0	150.0	447.5	51347.1		51348.0
-60.0	150.0	448.0	51351.5		51352.4
-50.0	150.0	448.5	51351.8		51351.9
-40.0	150.0	449.0	51351.4		51350.1
-30.0	150.0	449.5	51350.6		51351.6
-20.0	150.0	450.0	51348.6		51348.6
-10.0	150.0	450.5	51349.9		51350.0
0.0	150.0	451.0	51352.1		51350.4
10.0	150.0	451.5	51349.5		51350.4
20.0	150.0	452.0	51348.3		51346.7
30.0	150.0	452.5	51349.2		51350.1
40.0	150.0	453.0	51347.6		51348.5
50.0	150.0	453.5	51347.1		51345.0
60.0	150.0	454.0	51345.7		51347.1
70.0	150.0	454.5	51346.4		51346.6
80.0	150.0	455.0	51347.4		51347.6
90.0	150.0	455.5	51349.0		51348.5
100.0	150.0	456.0	51345.0		51346.4
110.0	150.0	456.5	51343.0		51346.2
120.0	150.0	457.0	51375.8		51344.7
130.0	150.0	457.5	51663.0		51346.9
140.0	150.0	458.0	51347.1		51341.8
150.0	150.0	458.5	51345.0		51344.3
160.0	150.0	459.0	51343.7		51344.4
170.0	150.0	459.5	51343.9		51346.2
180.0	150.0	460.0	51344.6		51343.8
190.0	150.0	460.5	51345.2		51341.7
200.0	150.0	461.0	51344.7		51343.0
210.0	150.0	461.5	51344.8		51342.1
220.0	150.0	462.0	51343.6		51340.7
230.0	150.0	462.5	51342.0		51342.3
240.0	150.0	463.0	51341.2		51340.2
250.0	150.0	463.5	51338.8		51338.9
-250.0	175.0	464.0	51341.5		51338.9
-240.0	175.0	464.5	51341.1		51341.2
-230.0	175.0	465.0	51339.9		51339.7
-220.0	175.0	465.5	51339.6		51341.7
-210.0	175.0	466.0	51343.2		51339.9
-200.0	175.0	466.5	51347.0		51339.1
-190.0	175.0	467.0	51358.8		51338.3
-180.0	175.0	467.5	51340.3		51340.2
-170.0	175.0	468.0	51338.7		51341.2
-160.0	175.0	468.5	51338.7		51338.8
-150.0	175.0	469.0	51337.8		51336.1
-140.0	175.0	469.5	51336.8		51339.0
-130.0	175.0	470.0	51337.8		51335.8
-120.0	175.0	470.5	51340.0		51339.1
-110.0	175.0	471.0	51337.0		51338.1
-100.0	175.0	471.5	51337.6		51338.0
-90.0	175.0	472.0	51338.0		51338.4
-80.0	175.0	472.5	51337.6		51338.6
-70.0	175.0	473.0	51337.9		51336.7
-60.0	175.0	473.5	51338.3		51339.6
-50.0	175.0	474.0	51338.3		51340.3
-40.0	175.0	474.5	51340.0		51337.8
-30.0	175.0	475.0	51337.1		51335.7
-20.0	175.0	475.5	51338.5		51338.5
-10.0	175.0	476.0	51337.0		51339.0
0.0	175.0	476.5	51338.3		51335.8
10.0	175.0	477.0	51336.7		51337.7
20.0	175.0	477.5	51337.5		51339.4
30.0	175.0	478.0	51335.5		51336.1
40.0	175.0	478.5	51339.2		51336.6
50.0	175.0	479.0	51338.9		51337.5
60.0	175.0	479.5	51339.0		51336.3
70.0	175.0	480.0	51335.8		51336.0
80.0	175.0	480.5	51333.2		51336.7
90.0	175.0	481.0	51338.9		51337.7
100.0	175.0	481.5	51321.4		51335.9
110.0	175.0	482.0	51306.2		51338.1
120.0	175.0	482.5	51395.8		51335.2
130.0	175.0	483.0	51341.9		51337.7
140.0	175.0	483.5	51337.2		51334.1
150.0	175.0	484.0	51340.5		51339.2
160.0	175.0	484.5	51338.5		51336.4
170.0	175.0	485.0	51338.4		51338.9
180.0	175.0	485.5	51339.6		51337.2
190.0	175.0	486.0	51341.4		51340.3
200.0	175.0	486.5	51343.0		51340.3
210.0	175.0	487.0	51339.5		51341.0
220.0	175.0	487.5	51341.6		51338.0
230.0	175.0	488.0	51342.2		51339.6
240.0	175.0	488.5	51344.3		51342.8
250.0	175.0	489.0	51338.8		51337.2
-250.0	200.0	489.5	51341.4		51340.5
-240.0	200.0	490.0	51340.4		51341.1
-230.0	200.0	490.5	51341.7		51340.3
-220.0	200.0	491.0	51343.4		51342.2
-210.0	200.0	491.5	51344.2		51339.7
-200.0	200.0	492.0	51360.4		51337.3
-190.0	200.0	492.5	51351.5		51341.0
-180.0	200.0	493.0	51340.7		51342.9
-170.0	200.0	493.5	51340.9		51340.6
-160.0	200.0	494.0	51340.2		51341.4
-150.0	200.0	494.5	51341.4		51344.1
-140.0	200.0	495.0	51341.2		51343.0
-130.0	200.0	495.5	51340.3		51341.8
-120.0	200.0	496.0	51342.3		51343.8
-110.0	200.0	496.5	51343.0		51343.7
-100.0	200.0	497.0	51341.3		51342.1
-90.0	200.0	497.5	51342.5		51340.5
-80.0	200.0	498.0	51341.4		51341.6
-70.0	200.0	498.5	51341.5		51339.0
-60.0	200.0	499.0	51340.4		51339.1
-50.0	200.0	499.5	51340.7		51340.3
-40.0	200.0	500.0	51339.3		51340.6
-30.0	200.0	500.5	51340.0		51338.4
-20.0	200.0	501.0	51340.5		51341.4
-10.0	200.0	501.5	51342.5		51341.4
0.0	200.0	502.0	51339.2		51339.3
10.0	200.0	502.5	51340.8		51339.9
20.0	200.0	503.0	51336.9		51336.5
30.0	200.0	503.5	51338.8		51335.5
40.0	200.0	504.0	51341.2		51340.0
50.0	200.0	504.5	51342.3		51343.3
60.0	200.0	505.0	51337.2		51338.6
70.0	200.0	505.5	51350.6		51337.9
80.0	200.0	506.0	51356.6		51338.1
90.0	200.0	506.5	51945.0		51338.7
100.0	200.0	507.0	51332.5		51340.6
110.0	200.0	507.5	51335.4		51340.6
120.0	200.0	508.0	51340.6		51338.5
130.0	200.0	508.5	51340.4		51339.3
140.0	200.0	509.0	51340.5		51339.1
150.0	200.0	509.5	51341.0		51338.1
160.0	200.0	510.0	51342.7		51339.9
170.0	200.0	510.5	51340.3		51340.5
180.0	200.0	511.0	51342.0		51340.5
190.0	200.0	511.5	51339.7		51340.5
200.0	200.0	512.0	51344.5		51341.4
210.0	200.0	512.5	51342.8		51339.0
220.0	200.0	513.0	51345.2		51343.3
230.0	200.0	513.5	51344.2		51343.1
240.0	200.0	514.0	51347.3		51346.8
250.0	200.0	514.5	51343.6		51342.4
-250.0	225.0	515.0	51344.0		51344.2
-240.0	225.0	515.5	51344.8		51342.5
-230.0	225.0	516.0	51345.4		51345.0
-220.0	225.0	516.5	51348.7		51344.7
-210.0	225.0	517.0	51362.3		51345.2
-200.0	225.0	517.5	51361.3		51342.7
-190.0	225.0	518.0	51343.5		51344.5
-180.0	225.0	518.5	51343.9		51343.8
-170.0	225.0	519.0	51342.1		51343.1
-160.0	225.0	519.5	51343.4		51345.8
-150.0	225.0	520.0	51345.1		51345.7
-140.0	225.0	520.5	51343.5		51344.6
-130.0	225.0	521.0	51345.6		51347.1
-120.0	225.0	521.5	51345.9		51346.6
-110.0	225.0	522.0	51345.9		51347.8
-100.0	225.0	522.5	51346.8		51346.9
-90.0	225.0	523.0	51347.9		51346.8
-80.0	225.0	523.5	51342.8		51345.0
-70.0	225.0	524.0	51345.7		51344.8
-60.0	225.0	524.5	51348.5		51345.2
-50.0	225.0	525.0	51346.4		51345.5
-40.0	225.0	525.5	51345.9		51345.9
-30.0	225.0	526.0	51345.7		51345.5
-20.0	225.0	526.5	51345.5		51342.1
-10.0	225.0	527.0	51344.9		51348.0
0.0	225.0	527.5	51346.1		51344.9
10.0	225.0	528.0	51346.3		51346.5
20.0	225.0	528.5	51345.7		51344.6
30.0	225.0	529.0	51347.1		51345.6
40.0	225.0	529.5	51345.1		51345.4
50.0	225.0	530.0	51352.3		51344.9
60.0	225.0	530.5	51365.0		51346.0
70.0	225.0	531.0	50823.6		51343.4
80.0	225.0	531.5	51336.5		51345.6
90.0	225.0	532.0	51350.9		51346.9
100.0	225.0	532.5	51348.2		51342.6
110.0	225.0	533.0	51341.3		51344.6
120.0	225.0	533.5	51343.4		51342.8
130.0	225.0	534.0	51345.7		51345.6
140.0	225.0	534.5	51345.2		51342.8
150.0	225.0	535.0	51344.8		51344.3
160.0	225.0	535.5	51341.3		51340.5
170.0	225.0	536.0	51343.4		51342.4
180.0	225.0	536.5	51343.6		51342.8
190.0	225.0	537.0	51344.4		51341.3
200.0	225.0	537.5	51342.9		51340.5
210.0	225.0	538.0	51344.3		51341.5
220.0	225.0	538.5	51344.9		51344.7
230.0	225.0	539.0	51344.2		51342.9
240.0	225.0	539.5	51345.1		51343.0
250.0	225.0	540.0	51343.0		51341.2
-250.0	250.0	540.5	51342.9		51343.8
-240.0	250.0	541.0	51342.6		51339.2
-230.0	250.0	541.5	51347.1		51343.2
-220.0	250.0	542.0	51351.2		51345.0
-210.0	250.0	542.5	51364.9		51343.3
-200.0	250.0	543.0	51343.0		51343.2
-190.0	250.0	543.5	51342.6		51343.1
-180.0	250.0	544.0	51343.7		51344.7
-170.0	250.0	544.5	51344.1		51343.8
-160.0	250.0	545.0	51343.3		51344.3
-150.0	250.0	545.5	51344.2		51345.5
-140.0	250.0	546.0	51345.4		51344.9
-130.0	250.0	546.5	51346.5		51345.7
-120.0	250.0	547.0	51343.5		51344.7
-110.0	250.0	547.5	51344.7		51344.5
-100.0	250.0	548.0	51344.8		51346.0
-90.0	250.0	548.5	51343.6		51344.9
-80.0	250.0	549.0	51346.4		51346.7
-70.0	250.0	549.5	51346.2		51342.7
-60.0	250.0	550.0	51346.6		51344.6
-50.0	250.0	550.5	51344.5		51344.7
-40.0	250.0	551.0	51350.0		51347.0
-30.0	250.0	551.5	51346.6		51346.5
-20.0	250.0	552.0	51351.8		51349.0
-10.0	250.0	552.5	51346.6		51348.2
0.0	250.0	553.0	51349.3		51348.4
10.0	250.0	553.5	51348.9		51348.6
20.0	250.0	554.0	51346.2		51348.3
30.0	250.0	554.5	51352.1		51349.0
40.0	250.0	555.0	51322.0		51349.4
50.0	250.0	555.5	51390.9		51346.6
60.0	250.0	556.0	51362.4		51350.4
70.0	250.0	556.5	51350.3		51350.1
80.0	250.0	557.0	51349.0		51348.6
90.0	250.0	557.5	51350.4		51350.8
100.0	250.0	558.0	51351.6		51350.2
110.0	250.0	558.5	51349.8		51347.3
120.0	250.0	559.0	51349.4		51350.2
130.0	250.0	559.5	51351.7		51349.5
140.0	250.0	560.0	51350.3		51347.9
150.0	250.0	560.5	51351.1		51350.8
160.0	250.0	561.0	51351.1		51349.2
170.0	250.0	561.5	51352.3		51351.2
180.0	250.0	562.0	51352.9		51350.2
190.0	250.0	562.5	51351.4		51348.5
200.0	250.0	563.0	51350.3		51350.2
210.0	250.0	563.5	51349.3		51350.0
220.0	250.0	564.0	51347.9		51347.2
230.0	250.0	564.5	51351.0		51349.4
240.0	250.0	565.0	51351.5		51349.9
250.0	250.0	565.5	51350.7		51347.2
