X-Loc(m)	Y-Loc(m)	time(min)	Field Strength(nT)	Base Station(nT)
3.5	-250.0	85.0	51342.7		51344.1
5.0	-250.0	85.5	51342.1		51345.2
6.5	-250.0	86.0	51341.2		51342.0
8.0	-250.0	86.5	51342.3		51341.8
9.5	-250.0	87.0	51342.3		51344.7
11.0	-250.0	87.5	51340.5		51342.2
12.5	-250.0	88.0	51341.3		51343.6
14.0	-250.0	88.5	51342.5		51342.4
15.5	-250.0	89.0	51340.4		51344.1
17.0	-250.0	89.5	51339.1		51338.7
18.5	-250.0	90.0	51339.5		51340.3
20.0	-250.0	90.5	51338.6		51338.2
21.5	-250.0	91.0	51338.6		51339.1
23.0	-250.0	91.5	51338.4		51338.7
24.5	-250.0	92.0	51338.1		51339.9
26.0	-250.0	92.5	51339.4		51339.4
27.5	-250.0	93.0	51339.8		51341.7
29.0	-250.0	93.5	51337.8		51339.5
30.5	-250.0	94.0	51339.0		51340.1
32.0	-250.0	94.5	51339.9		51342.1
33.5	-250.0	95.0	51341.5		51342.5
35.0	-250.0	95.5	51339.2		51339.4
36.5	-250.0	96.0	51341.3		51343.2
38.0	-250.0	96.5	51338.2		51340.6
39.5	-250.0	97.0	51339.5		51341.3
41.0	-250.0	97.5	51339.3		51340.6
42.5	-250.0	98.0	51339.9		51340.6
44.0	-250.0	98.5	51338.7		51338.4
45.5	-250.0	99.0	51337.2		51337.7
47.0	-250.0	99.5	51337.9		51340.9
48.5	-250.0	100.0	51339.7		51341.7
50.0	-250.0	100.5	51340.1		51341.8
51.5	-250.0	101.0	51339.4		51338.6
53.0	-250.0	101.5	51337.9		51340.1
54.5	-250.0	102.0	51339.3		51338.6
56.0	-250.0	102.5	51340.1		51342.5
57.5	-250.0	103.0	51337.5		51340.0
59.0	-250.0	103.5	51335.7		51337.6
60.5	-250.0	104.0	51339.1		51338.2
62.0	-250.0	104.5	51335.1		51337.5
63.5	-250.0	105.0	51337.0		51337.4
65.0	-250.0	105.5	51336.8		51337.0
66.5	-250.0	106.0	51336.7		51338.6
68.0	-250.0	106.5	51336.9		51338.0
69.5	-250.0	107.0	51336.7		51337.3
71.0	-250.0	107.5	51338.7		51339.0
72.5	-250.0	108.0	51337.6		51336.7
74.0	-250.0	108.5	51335.0		51336.8
75.5	-250.0	109.0	51332.5		51336.2
77.0	-250.0	109.5	51333.4		51336.4
78.5	-250.0	110.0	51336.3		51336.5
80.0	-250.0	110.5	51334.2		51334.7
81.5	-250.0	111.0	51334.8		51335.6
83.0	-250.0	111.5	51334.7		51336.0
84.5	-250.0	112.0	51336.4		51334.9
86.0	-250.0	112.5	51336.7		51337.6
87.5	-250.0	113.0	51333.5		51336.4
89.0	-250.0	113.5	51335.2		51336.8
90.5	-250.0	114.0	51336.8		51336.0
92.0	-250.0	114.5	51336.1		51338.5
93.5	-250.0	115.0	51333.6		51332.8
95.0	-250.0	115.5	51333.0		51336.6
96.5	-250.0	116.0	51333.1		51335.6
98.0	-250.0	116.5	51335.1		51336.2
99.5	-250.0	117.0	51333.1		51336.6
101.0	-250.0	117.5	51333.3		51334.1
102.5	-250.0	118.0	51336.1		51336.5
104.0	-250.0	118.5	51335.9		51336.8
105.5	-250.0	119.0	51330.8		51332.7
107.0	-250.0	119.5	51333.3		51333.7
108.5	-250.0	120.0	51333.8		51334.5
110.0	-250.0	120.5	51333.4		51333.3
111.5	-250.0	121.0	51332.5		51334.9
113.0	-250.0	121.5	51333.1		51334.3
114.5	-250.0	122.0	51332.9		51334.2
116.0	-250.0	122.5	51331.8		51332.3
117.5	-250.0	123.0	51331.9		51331.3
119.0	-250.0	123.5	51332.3		51333.4
120.5	-250.0	124.0	51332.2		51332.4
122.0	-250.0	124.5	51334.1		51335.0
123.5	-250.0	125.0	51331.9		51332.4
125.0	-250.0	125.5	51332.4		51333.4
126.5	-250.0	126.0	51331.2		51333.0
128.0	-250.0	126.5	51330.3		51330.5
129.5	-250.0	127.0	51333.7		51333.7
131.0	-250.0	127.5	51333.2		51333.9
132.5	-250.0	128.0	51333.5		51333.8
134.0	-250.0	128.5	51331.4		51332.2
135.5	-250.0	129.0	51329.5		51330.4
137.0	-250.0	129.5	51331.4		51333.1
138.5	-250.0	130.0	51331.2		51330.9
140.0	-250.0	130.5	51330.7		51332.2
141.5	-250.0	131.0	51329.1		51329.0
143.0	-250.0	131.5	51327.9		51329.7
144.5	-250.0	132.0	51330.7		51332.1
146.0	-250.0	132.5	51329.7		51329.8
147.5	-250.0	133.0	51330.4		51331.6
149.0	-250.0	133.5	51326.8		51328.7
150.5	-250.0	134.0	51330.6		51332.4
152.0	-250.0	134.5	51330.9		51329.2
153.5	-250.0	135.0	51330.4		51330.2
155.0	-250.0	135.5	51330.9		51328.5
156.5	-250.0	136.0	51330.9		51330.4
158.0	-250.0	136.5	51329.8		51331.1
159.5	-250.0	137.0	51328.1		51328.3
161.0	-250.0	137.5	51330.0		51330.0
162.5	-250.0	138.0	51331.3		51331.9
164.0	-250.0	138.5	51329.9		51329.4
165.5	-250.0	139.0	51327.6		51329.3
167.0	-250.0	139.5	51327.7		51327.9
168.5	-250.0	140.0	51329.5		51330.6
170.0	-250.0	140.5	51328.4		51329.0
171.5	-250.0	141.0	51329.0		51330.7
173.0	-250.0	141.5	51328.7		51328.8
174.5	-250.0	142.0	51327.9		51328.3
176.0	-250.0	142.5	51330.4		51330.4
177.5	-250.0	143.0	51327.5		51329.2
179.0	-250.0	143.5	51328.0		51329.8
180.5	-250.0	144.0	51326.7		51327.1
182.0	-250.0	144.5	51329.5		51328.4
183.5	-250.0	145.0	51329.3		51329.6
185.0	-250.0	145.5	51327.0		51330.4
186.5	-250.0	146.0	51327.2		51326.9
188.0	-250.0	146.5	51329.3		51329.9
189.5	-250.0	147.0	51327.0		51326.9
191.0	-250.0	147.5	51325.0		51322.9
192.5	-250.0	148.0	51326.0		51326.6
194.0	-250.0	148.5	51326.7		51325.9
195.5	-250.0	149.0	51327.2		51325.9
197.0	-250.0	149.5	51325.2		51325.5
198.5	-250.0	150.0	51324.5		51325.0
200.0	-250.0	150.5	51324.1		51325.6
201.5	-250.0	151.0	51325.5		51323.7
203.0	-250.0	151.5	51325.1		51325.4
204.5	-250.0	152.0	51324.7		51323.8
206.0	-250.0	152.5	51325.1		51325.0
207.5	-250.0	153.0	51323.9		51324.5
209.0	-250.0	153.5	51326.8		51327.1
210.5	-250.0	154.0	51327.1		51327.1
212.0	-250.0	154.5	51325.7		51324.3
213.5	-250.0	155.0	51324.6		51323.8
215.0	-250.0	155.5	51323.4		51323.5
216.5	-250.0	156.0	51320.8		51322.3
218.0	-250.0	156.5	51325.5		51325.4
219.5	-250.0	157.0	51327.6		51325.7
221.0	-250.0	157.5	51323.1		51324.9
222.5	-250.0	158.0	51326.1		51324.4
224.0	-250.0	158.5	51326.3		51328.1
225.5	-250.0	159.0	51326.6		51325.9
227.0	-250.0	159.5	51327.1		51326.0
228.5	-250.0	160.0	51325.9		51325.8
230.0	-250.0	160.5	51324.3		51324.4
231.5	-250.0	161.0	51325.1		51325.9
233.0	-250.0	161.5	51323.8		51327.9
234.5	-250.0	162.0	51328.5		51326.6
236.0	-250.0	162.5	51325.1		51323.8
237.5	-250.0	163.0	51327.5		51327.3
239.0	-250.0	163.5	51327.6		51327.6
240.5	-250.0	164.0	51327.1		51328.6
242.0	-250.0	164.5	51325.5		51327.3
243.5	-250.0	165.0	51326.9		51328.3
245.0	-250.0	165.5	51324.6		51326.7
246.5	-250.0	166.0	51325.2		51325.5
248.0	-250.0	166.5	51323.5		51325.6
249.5	-250.0	167.0	51327.1		51327.6
-250.0	-200.0	167.5	51326.2		51328.4
-248.5	-200.0	168.0	51327.6		51328.4
-247.0	-200.0	168.5	51327.9		51328.8
-245.5	-200.0	169.0	51325.7		51327.4
-244.0	-200.0	169.5	51325.4		51326.6
-242.5	-200.0	170.0	51324.3		51328.3
-241.0	-200.0	170.5	51324.7		51326.1
-239.5	-200.0	171.0	51323.0		51324.6
-238.0	-200.0	171.5	51324.2		51326.8
-236.5	-200.0	172.0	51324.4		51326.6
-235.0	-200.0	172.5	51323.4		51324.6
-233.5	-200.0	173.0	51324.0		51325.1
-232.0	-200.0	173.5	51326.2		51329.0
-230.5	-200.0	174.0	51323.5		51325.2
-229.0	-200.0	174.5	51322.6		51325.1
-227.5	-200.0	175.0	51325.1		51324.9
-226.0	-200.0	175.5	51324.3		51326.5
-224.5	-200.0	176.0	51323.5		51324.7
-223.0	-200.0	176.5	51321.2		51323.8
-221.5	-200.0	177.0	51322.8		51324.1
-220.0	-200.0	177.5	51323.1		51325.7
-218.5	-200.0	178.0	51322.8		51323.4
-217.0	-200.0	178.5	51325.8		51326.8
-215.5	-200.0	179.0	51323.9		51326.5
-214.0	-200.0	179.5	51322.7		51325.7
-212.5	-200.0	180.0	51324.7		51325.1
-211.0	-200.0	180.5	51323.5		51325.0
-209.5	-200.0	181.0	51322.3		51324.9
-208.0	-200.0	181.5	51320.7		51321.5
-206.5	-200.0	182.0	51323.7		51324.4
-205.0	-200.0	182.5	51320.1		51321.9
-203.5	-200.0	183.0	51321.7		51324.7
-202.0	-200.0	183.5	51321.4		51322.9
-200.5	-200.0	184.0	51320.6		51320.2
-199.0	-200.0	184.5	51321.3		51324.2
-197.5	-200.0	185.0	51320.2		51320.7
-196.0	-200.0	185.5	51320.6		51320.8
-194.5	-200.0	186.0	51323.0		51324.4
-193.0	-200.0	186.5	51321.1		51323.4
-191.5	-200.0	187.0	51320.8		51323.1
-190.0	-200.0	187.5	51318.8		51320.4
-188.5	-200.0	188.0	51320.7		51321.7
-187.0	-200.0	188.5	51320.9		51324.1
-185.5	-200.0	189.0	51322.4		51321.7
-184.0	-200.0	189.5	51322.3		51321.9
-182.5	-200.0	190.0	51320.0		51321.0
-181.0	-200.0	190.5	51320.7		51322.7
-179.5	-200.0	191.0	51319.8		51321.0
-178.0	-200.0	191.5	51322.2		51320.9
-176.5	-200.0	192.0	51321.6		51323.2
-175.0	-200.0	192.5	51323.4		51325.7
-173.5	-200.0	193.0	51319.7		51320.3
-172.0	-200.0	193.5	51321.4		51324.6
-170.5	-200.0	194.0	51324.5		51325.4
-169.0	-200.0	194.5	51323.8		51324.7
-167.5	-200.0	195.0	51322.8		51323.8
-166.0	-200.0	195.5	51325.3		51326.8
-164.5	-200.0	196.0	51326.0		51325.1
-163.0	-200.0	196.5	51323.0		51323.5
-161.5	-200.0	197.0	51323.8		51326.7
-160.0	-200.0	197.5	51325.3		51326.5
-158.5	-200.0	198.0	51325.9		51325.3
-157.0	-200.0	198.5	51325.0		51325.2
-155.5	-200.0	199.0	51323.7		51325.7
-154.0	-200.0	199.5	51323.5		51323.9
-152.5	-200.0	200.0	51325.3		51326.4
-151.0	-200.0	200.5	51322.4		51321.3
-149.5	-200.0	201.0	51326.3		51328.5
-148.0	-200.0	201.5	51326.0		51327.9
-146.5	-200.0	202.0	51325.4		51326.8
-145.0	-200.0	202.5	51324.5		51323.5
-143.5	-200.0	203.0	51322.3		51324.6
-142.0	-200.0	203.5	51322.7		51320.9
-140.5	-200.0	204.0	51324.1		51326.8
-139.0	-200.0	204.5	51323.4		51324.9
-137.5	-200.0	205.0	51324.4		51324.9
-136.0	-200.0	205.5	51327.2		51328.1
-134.5	-200.0	206.0	51322.6		51325.6
-133.0	-200.0	206.5	51324.3		51324.2
-131.5	-200.0	207.0	51323.9		51325.0
-130.0	-200.0	207.5	51324.7		51324.9
-128.5	-200.0	208.0	51322.6		51322.6
-127.0	-200.0	208.5	51323.0		51324.2
-125.5	-200.0	209.0	51321.9		51322.9
-124.0	-200.0	209.5	51322.9		51324.7
-122.5	-200.0	210.0	51323.9		51322.8
-121.0	-200.0	210.5	51324.1		51323.7
-119.5	-200.0	211.0	51325.2		51325.4
-118.0	-200.0	211.5	51324.4		51325.4
-116.5	-200.0	212.0	51324.8		51324.3
-115.0	-200.0	212.5	51324.1		51323.9
-113.5	-200.0	213.0	51323.4		51324.1
-112.0	-200.0	213.5	51323.1		51325.5
-110.5	-200.0	214.0	51324.1		51321.7
-109.0	-200.0	214.5	51325.2		51323.1
-107.5	-200.0	215.0	51323.3		51321.0
-106.0	-200.0	215.5	51326.3		51322.0
-104.5	-200.0	216.0	51325.3		51322.8
-103.0	-200.0	216.5	51323.0		51321.0
-101.5	-200.0	217.0	51325.9		51319.8
-100.0	-200.0	217.5	51330.5		51321.8
-98.5	-200.0	218.0	51332.1		51322.8
-97.0	-200.0	218.5	51336.5		51322.7
-95.5	-200.0	219.0	51341.5		51326.0
-94.0	-200.0	219.5	51343.9		51323.7
-92.5	-200.0	220.0	51344.8		51325.2
-91.0	-200.0	220.5	51345.4		51323.4
-89.5	-200.0	221.0	51342.0		51323.2
-88.0	-200.0	221.5	51340.8		51323.5
-86.5	-200.0	222.0	51339.6		51324.0
-85.0	-200.0	222.5	51338.1		51323.0
-83.5	-200.0	223.0	51338.4		51325.8
-82.0	-200.0	223.5	51333.3		51324.5
-80.5	-200.0	224.0	51324.2		51321.5
-79.0	-200.0	224.5	51323.9		51323.9
-77.5	-200.0	225.0	51323.0		51324.1
-76.0	-200.0	225.5	51323.4		51326.0
-74.5	-200.0	226.0	51321.0		51325.3
-73.0	-200.0	226.5	51320.2		51322.3
-71.5	-200.0	227.0	51318.7		51322.0
-70.0	-200.0	227.5	51322.2		51322.0
-68.5	-200.0	228.0	51320.6		51324.3
-67.0	-200.0	228.5	51321.7		51322.7
-65.5	-200.0	229.0	51320.2		51321.3
-64.0	-200.0	229.5	51321.4		51323.1
-62.5	-200.0	230.0	51321.5		51323.2
-61.0	-200.0	230.5	51318.9		51321.6
-59.5	-200.0	231.0	51321.9		51323.2
-58.0	-200.0	231.5	51324.1		51326.6
-56.5	-200.0	232.0	51318.0		51320.4
-55.0	-200.0	232.5	51322.2		51321.5
-53.5	-200.0	233.0	51321.9		51323.5
-52.0	-200.0	233.5	51320.8		51322.3
-50.5	-200.0	234.0	51318.4		51321.4
-49.0	-200.0	234.5	51320.2		51324.0
-47.5	-200.0	235.0	51322.6		51323.0
-46.0	-200.0	235.5	51321.1		51323.9
-44.5	-200.0	236.0	51321.0		51321.8
-43.0	-200.0	236.5	51320.4		51322.3
-41.5	-200.0	237.0	51322.1		51322.3
-40.0	-200.0	237.5	51318.1		51322.7
-38.5	-200.0	238.0	51322.9		51325.4
-37.0	-200.0	238.5	51322.1		51322.2
-35.5	-200.0	239.0	51322.5		51325.0
-34.0	-200.0	239.5	51321.3		51324.0
-32.5	-200.0	240.0	51319.8		51321.1
-31.0	-200.0	240.5	51319.8		51322.4
-29.5	-200.0	241.0	51321.2		51322.9
-28.0	-200.0	241.5	51322.5		51325.2
-26.5	-200.0	242.0	51320.8		51319.8
-25.0	-200.0	242.5	51320.6		51321.4
-23.5	-200.0	243.0	51321.2		51323.5
-22.0	-200.0	243.5	51320.0		51321.9
-20.5	-200.0	244.0	51319.7		51322.5
-19.0	-200.0	244.5	51318.5		51320.5
-17.5	-200.0	245.0	51320.7		51322.1
-16.0	-200.0	245.5	51321.7		51324.0
-14.5	-200.0	246.0	51321.2		51321.9
-13.0	-200.0	246.5	51320.1		51320.9
-11.5	-200.0	247.0	51320.6		51321.9
-10.0	-200.0	247.5	51321.3		51323.3
-8.5	-200.0	248.0	51321.7		51323.7
-7.0	-200.0	248.5	51322.1		51323.5
-5.5	-200.0	249.0	51320.7		51322.4
-4.0	-200.0	249.5	51320.0		51323.2
-2.5	-200.0	250.0	51321.3		51321.5
-1.0	-200.0	250.5	51320.1		51322.5
0.5	-200.0	251.0	51319.4		51321.4
2.0	-200.0	251.5	51319.4		51321.1
3.5	-200.0	252.0	51320.3		51322.5
5.0	-200.0	252.5	51318.7		51321.7
6.5	-200.0	253.0	51319.3		51321.5
8.0	-200.0	253.5	51321.2		51322.6
9.5	-200.0	254.0	51322.2		51321.4
11.0	-200.0	254.5	51321.0		51323.2
12.5	-200.0	255.0	51323.9		51323.5
14.0	-200.0	255.5	51318.4		51319.5
15.5	-200.0	256.0	51320.5		51322.4
17.0	-200.0	256.5	51318.5		51321.8
18.5	-200.0	257.0	51318.3		51320.5
20.0	-200.0	257.5	51319.5		51320.4
21.5	-200.0	258.0	51319.3		51320.4
23.0	-200.0	258.5	51319.1		51319.5
24.5	-200.0	259.0	51321.2		51323.5
26.0	-200.0	259.5	51320.2		51323.4
27.5	-200.0	260.0	51322.1		51322.4
29.0	-200.0	260.5	51319.7		51320.3
30.5	-200.0	261.0	51319.7		51321.9
32.0	-200.0	261.5	51318.0		51317.7
33.5	-200.0	262.0	51319.1		51320.1
35.0	-200.0	262.5	51318.9		51320.2
36.5	-200.0	263.0	51321.4		51319.0
38.0	-200.0	263.5	51320.5		51321.1
39.5	-200.0	264.0	51321.0		51323.0
41.0	-200.0	264.5	51319.1		51319.2
42.5	-200.0	265.0	51317.3		51319.5
44.0	-200.0	265.5	51320.8		51321.4
45.5	-200.0	266.0	51320.0		51323.4
47.0	-200.0	266.5	51321.4		51322.8
48.5	-200.0	267.0	51319.4		51320.0
50.0	-200.0	267.5	51321.9		51322.2
51.5	-200.0	268.0	51319.8		51323.3
53.0	-200.0	268.5	51319.1		51319.5
54.5	-200.0	269.0	51320.8		51321.9
56.0	-200.0	269.5	51319.8		51322.0
57.5	-200.0	270.0	51320.2		51323.5
59.0	-200.0	270.5	51320.9		51320.7
60.5	-200.0	271.0	51322.9		51323.7
62.0	-200.0	271.5	51320.6		51321.0
63.5	-200.0	272.0	51320.3		51323.5
65.0	-200.0	272.5	51319.8		51321.3
66.5	-200.0	273.0	51321.7		51321.8
68.0	-200.0	273.5	51320.4		51319.0
69.5	-200.0	274.0	51320.0		51321.3
71.0	-200.0	274.5	51321.9		51321.8
72.5	-200.0	275.0	51320.4		51320.3
74.0	-200.0	275.5	51322.2		51322.0
75.5	-200.0	276.0	51321.2		51322.6
77.0	-200.0	276.5	51322.9		51322.8
78.5	-200.0	277.0	51320.4		51322.3
80.0	-200.0	277.5	51321.3		51320.3
81.5	-200.0	278.0	51322.6		51323.9
83.0	-200.0	278.5	51322.7		51323.7
84.5	-200.0	279.0	51318.1		51318.4
86.0	-200.0	279.5	51317.9		51319.3
87.5	-200.0	280.0	51321.0		51321.6
89.0	-200.0	280.5	51320.4		51319.5
90.5	-200.0	281.0	51320.1		51319.4
92.0	-200.0	281.5	51319.6		51320.6
93.5	-200.0	282.0	51318.4		51321.9
95.0	-200.0	282.5	51320.9		51322.7
96.5	-200.0	283.0	51321.5		51320.9
98.0	-200.0	283.5	51321.1		51319.9
99.5	-200.0	284.0	51321.4		51322.6
101.0	-200.0	284.5	51320.9		51321.1
102.5	-200.0	285.0	51318.9		51320.1
104.0	-200.0	285.5	51321.4		51321.7
105.5	-200.0	286.0	51320.4		51321.3
107.0	-200.0	286.5	51318.9		51319.8
108.5	-200.0	287.0	51317.2		51319.2
110.0	-200.0	287.5	51315.7		51316.5
111.5	-200.0	288.0	51318.7		51318.3
113.0	-200.0	288.5	51319.0		51320.8
114.5	-200.0	289.0	51320.0		51320.3
116.0	-200.0	289.5	51319.0		51319.0
117.5	-200.0	290.0	51318.3		51318.8
119.0	-200.0	290.5	51315.5		51316.5
120.5	-200.0	291.0	51317.2		51317.2
122.0	-200.0	291.5	51314.7		51317.4
123.5	-200.0	292.0	51317.6		51317.5
125.0	-200.0	292.5	51317.9		51320.0
126.5	-200.0	293.0	51315.4		51316.0
128.0	-200.0	293.5	51313.9		51315.1
129.5	-200.0	294.0	51316.7		51317.1
131.0	-200.0	294.5	51312.9		51314.2
132.5	-200.0	295.0	51314.1		51313.3
