X-Loc(m)	Y-Loc(m)	time(min)	Field Strength(nT)	Base Station(nT)
134.0	-200.0	295.5	51313.2		51314.0
135.5	-200.0	296.0	51315.2		51315.1
137.0	-200.0	296.5	51314.8		51315.6
138.5	-200.0	297.0	51317.1		51316.3
140.0	-200.0	297.5	51317.5		51317.9
141.5	-200.0	298.0	51314.7		51314.3
143.0	-200.0	298.5	51313.3		51315.6
144.5	-200.0	299.0	51315.6		51317.0
146.0	-200.0	299.5	51313.9		51313.2
147.5	-200.0	300.0	51316.7		51318.4
149.0	-200.0	300.5	51314.4		51317.8
150.5	-200.0	301.0	51315.9		51315.7
152.0	-200.0	301.5	51315.6		51315.8
153.5	-200.0	302.0	51314.4		51315.9
155.0	-200.0	302.5	51314.1		51314.8
156.5	-200.0	303.0	51314.4		51315.7
158.0	-200.0	303.5	51310.7		51313.3
159.5	-200.0	304.0	51312.1		51312.3
161.0	-200.0	304.5	51315.1		51315.8
162.5	-200.0	305.0	51314.0		51313.4
164.0	-200.0	305.5	51314.9		51315.3
165.5	-200.0	306.0	51312.5		51313.1
167.0	-200.0	306.5	51312.0		51314.1
168.5	-200.0	307.0	51315.7		51315.3
170.0	-200.0	307.5	51313.9		51315.3
171.5	-200.0	308.0	51314.9		51314.6
173.0	-200.0	308.5	51314.4		51314.4
174.5	-200.0	309.0	51315.4		51316.2
176.0	-200.0	309.5	51316.4		51314.7
177.5	-200.0	310.0	51315.0		51314.6
179.0	-200.0	310.5	51313.1		51314.7
180.5	-200.0	311.0	51311.8		51311.3
182.0	-200.0	311.5	51311.4		51311.8
183.5	-200.0	312.0	51311.3		51313.6
185.0	-200.0	312.5	51311.2		51313.8
186.5	-200.0	313.0	51313.6		51310.9
188.0	-200.0	313.5	51312.6		51313.9
189.5	-200.0	314.0	51311.0		51311.9
191.0	-200.0	314.5	51310.4		51311.1
192.5	-200.0	315.0	51310.8		51312.9
194.0	-200.0	315.5	51310.7		51313.1
195.5	-200.0	316.0	51312.5		51313.8
197.0	-200.0	316.5	51311.6		51312.1
198.5	-200.0	317.0	51311.6		51311.9
200.0	-200.0	317.5	51313.7		51311.9
201.5	-200.0	318.0	51308.9		51310.6
203.0	-200.0	318.5	51310.4		51310.0
204.5	-200.0	319.0	51312.2		51312.2
206.0	-200.0	319.5	51312.5		51311.4
207.5	-200.0	320.0	51311.2		51313.0
209.0	-200.0	320.5	51310.1		51311.0
210.5	-200.0	321.0	51311.9		51312.7
212.0	-200.0	321.5	51312.7		51312.5
213.5	-200.0	322.0	51313.7		51311.1
215.0	-200.0	322.5	51312.6		51313.2
216.5	-200.0	323.0	51313.5		51313.1
218.0	-200.0	323.5	51313.1		51313.5
219.5	-200.0	324.0	51314.1		51315.1
221.0	-200.0	324.5	51313.5		51313.1
222.5	-200.0	325.0	51315.7		51315.9
224.0	-200.0	325.5	51314.3		51313.1
225.5	-200.0	326.0	51312.2		51313.7
227.0	-200.0	326.5	51316.0		51316.8
228.5	-200.0	327.0	51315.9		51316.9
230.0	-200.0	327.5	51316.0		51317.6
231.5	-200.0	328.0	51320.1		51319.1
233.0	-200.0	328.5	51320.5		51319.4
234.5	-200.0	329.0	51317.6		51316.4
236.0	-200.0	329.5	51319.6		51319.1
237.5	-200.0	330.0	51320.3		51322.7
239.0	-200.0	330.5	51320.9		51320.8
240.5	-200.0	331.0	51319.4		51320.4
242.0	-200.0	331.5	51321.2		51321.3
243.5	-200.0	332.0	51320.2		51320.2
245.0	-200.0	332.5	51322.6		51321.7
246.5	-200.0	333.0	51323.1		51322.2
248.0	-200.0	333.5	51321.9		51321.9
249.5	-200.0	334.0	51324.1		51325.9
-250.0	-150.0	334.5	51324.6		51325.6
-248.5	-150.0	335.0	51322.0		51322.7
-247.0	-150.0	335.5	51323.8		51323.1
-245.5	-150.0	336.0	51325.3		51325.9
-244.0	-150.0	336.5	51324.5		51326.0
-242.5	-150.0	337.0	51324.2		51327.4
-241.0	-150.0	337.5	51324.0		51326.4
-239.5	-150.0	338.0	51325.8		51328.1
-238.0	-150.0	338.5	51322.3		51325.3
-236.5	-150.0	339.0	51325.4		51326.9
-235.0	-150.0	339.5	51324.2		51324.9
-233.5	-150.0	340.0	51326.4		51328.0
-232.0	-150.0	340.5	51322.9		51324.4
-230.5	-150.0	341.0	51323.7		51326.9
-229.0	-150.0	341.5	51326.0		51325.7
-227.5	-150.0	342.0	51324.6		51327.4
-226.0	-150.0	342.5	51324.3		51326.6
-224.5	-150.0	343.0	51327.5		51328.4
-223.0	-150.0	343.5	51325.7		51327.5
-221.5	-150.0	344.0	51327.6		51329.1
-220.0	-150.0	344.5	51329.7		51329.6
-218.5	-150.0	345.0	51328.5		51328.5
-217.0	-150.0	345.5	51326.1		51327.6
-215.5	-150.0	346.0	51329.5		51330.9
-214.0	-150.0	346.5	51329.2		51331.5
-212.5	-150.0	347.0	51329.5		51331.0
-211.0	-150.0	347.5	51326.9		51327.4
-209.5	-150.0	348.0	51329.2		51330.0
-208.0	-150.0	348.5	51330.1		51331.2
-206.5	-150.0	349.0	51332.4		51333.9
-205.0	-150.0	349.5	51333.5		51333.7
-203.5	-150.0	350.0	51334.1		51335.7
-202.0	-150.0	350.5	51332.9		51333.4
-200.5	-150.0	351.0	51332.7		51335.2
-199.0	-150.0	351.5	51335.7		51336.5
-197.5	-150.0	352.0	51336.5		51337.4
-196.0	-150.0	352.5	51334.9		51338.5
-194.5	-150.0	353.0	51336.4		51337.9
-193.0	-150.0	353.5	51335.0		51336.0
-191.5	-150.0	354.0	51341.1		51341.1
-190.0	-150.0	354.5	51339.4		51339.2
-188.5	-150.0	355.0	51337.6		51341.0
-187.0	-150.0	355.5	51338.3		51339.0
-185.5	-150.0	356.0	51342.1		51344.5
-184.0	-150.0	356.5	51341.9		51342.4
-182.5	-150.0	357.0	51338.6		51340.0
-181.0	-150.0	357.5	51339.2		51340.5
-179.5	-150.0	358.0	51338.9		51342.3
-178.0	-150.0	358.5	51341.3		51342.7
-176.5	-150.0	359.0	51341.9		51343.4
-175.0	-150.0	359.5	51339.6		51339.9
-173.5	-150.0	390.0	51321.0		51323.0
-172.0	-150.0	390.5	51320.4		51319.5
-170.5	-150.0	391.0	51321.7		51320.7
-169.0	-150.0	391.5	51320.2		51322.2
-167.5	-150.0	392.0	51320.6		51323.1
-166.0	-150.0	392.5	51322.1		51322.5
-164.5	-150.0	393.0	51321.9		51321.1
-163.0	-150.0	393.5	51321.3		51320.3
-161.5	-150.0	394.0	51322.9		51321.4
-160.0	-150.0	394.5	51320.9		51320.5
-158.5	-150.0	395.0	51324.2		51322.9
-157.0	-150.0	395.5	51322.2		51320.2
-155.5	-150.0	396.0	51323.1		51324.2
-154.0	-150.0	396.5	51323.5		51323.8
-152.5	-150.0	397.0	51325.7		51325.9
-151.0	-150.0	397.5	51324.0		51321.6
-149.5	-150.0	398.0	51324.3		51325.5
-148.0	-150.0	398.5	51326.4		51326.3
-146.5	-150.0	399.0	51325.6		51326.6
-145.0	-150.0	399.5	51327.0		51327.2
-143.5	-150.0	400.0	51329.6		51328.3
-142.0	-150.0	400.5	51325.4		51326.2
-140.5	-150.0	401.0	51329.1		51329.4
-139.0	-150.0	401.5	51327.5		51326.2
-137.5	-150.0	402.0	51330.8		51330.0
-136.0	-150.0	402.5	51331.5		51331.6
-134.5	-150.0	403.0	51330.0		51330.1
-133.0	-150.0	403.5	51331.6		51331.1
-131.5	-150.0	404.0	51334.1		51332.4
-130.0	-150.0	404.5	51336.8		51335.4
-128.5	-150.0	405.0	51338.5		51336.5
-127.0	-150.0	405.5	51338.2		51336.2
-125.5	-150.0	406.0	51338.4		51337.3
-124.0	-150.0	406.5	51339.1		51336.9
-122.5	-150.0	407.0	51340.5		51340.0
-121.0	-150.0	407.5	51341.8		51341.5
-119.5	-150.0	408.0	51342.6		51340.8
-118.0	-150.0	408.5	51341.8		51340.5
-116.5	-150.0	409.0	51343.2		51339.6
-115.0	-150.0	409.5	51346.0		51340.5
-113.5	-150.0	410.0	51346.1		51340.1
-112.0	-150.0	410.5	51348.8		51341.6
-110.5	-150.0	411.0	51352.9		51340.3
-109.0	-150.0	411.5	51357.3		51340.1
-107.5	-150.0	412.0	51360.2		51340.9
-106.0	-150.0	412.5	51360.5		51339.8
-104.5	-150.0	413.0	51361.3		51343.0
-103.0	-150.0	413.5	51357.9		51340.5
-101.5	-150.0	414.0	51359.8		51341.2
-100.0	-150.0	414.5	51359.3		51342.8
-98.5	-150.0	415.0	51357.2		51341.7
-97.0	-150.0	415.5	51354.9		51343.3
-95.5	-150.0	416.0	51351.3		51342.8
-94.0	-150.0	416.5	51345.5		51343.2
-92.5	-150.0	417.0	51342.2		51343.7
-91.0	-150.0	417.5	51341.0		51343.2
-89.5	-150.0	418.0	51338.0		51339.7
-88.0	-150.0	418.5	51337.9		51339.9
-86.5	-150.0	419.0	51341.0		51341.6
-85.0	-150.0	419.5	51339.8		51344.4
-83.5	-150.0	420.0	51338.9		51339.5
-82.0	-150.0	420.5	51339.5		51340.9
-80.5	-150.0	421.0	51340.7		51343.9
-79.0	-150.0	421.5	51338.8		51340.2
-77.5	-150.0	422.0	51339.8		51341.3
-76.0	-150.0	422.5	51339.7		51340.6
-74.5	-150.0	423.0	51340.7		51343.3
-73.0	-150.0	423.5	51338.8		51342.7
-71.5	-150.0	424.0	51339.8		51343.7
-70.0	-150.0	424.5	51341.9		51345.7
-68.5	-150.0	425.0	51339.4		51339.8
-67.0	-150.0	425.5	51339.0		51340.4
-65.5	-150.0	426.0	51341.7		51343.8
-64.0	-150.0	426.5	51339.2		51343.1
-62.5	-150.0	427.0	51343.8		51345.2
-61.0	-150.0	427.5	51341.3		51342.7
-59.5	-150.0	428.0	51343.4		51344.7
-58.0	-150.0	428.5	51344.9		51345.3
-56.5	-150.0	429.0	51345.5		51348.0
-55.0	-150.0	429.5	51344.4		51346.4
-53.5	-150.0	430.0	51346.1		51348.2
-52.0	-150.0	430.5	51346.0		51346.5
-50.5	-150.0	431.0	51344.6		51346.4
-49.0	-150.0	431.5	51345.9		51347.6
-47.5	-150.0	432.0	51348.9		51351.1
-46.0	-150.0	432.5	51348.8		51350.0
-44.5	-150.0	433.0	51349.4		51350.9
-43.0	-150.0	433.5	51349.3		51350.1
-41.5	-150.0	434.0	51346.4		51349.7
-40.0	-150.0	434.5	51346.0		51347.3
-38.5	-150.0	435.0	51345.9		51350.3
-37.0	-150.0	435.5	51347.3		51348.6
-35.5	-150.0	436.0	51350.7		51351.1
-34.0	-150.0	436.5	51350.6		51352.2
-32.5	-150.0	437.0	51351.1		51352.7
-31.0	-150.0	437.5	51348.7		51349.4
-29.5	-150.0	438.0	51349.4		51350.2
-28.0	-150.0	438.5	51349.7		51349.4
-26.5	-150.0	439.0	51350.5		51351.9
-25.0	-150.0	439.5	51348.2		51348.8
-23.5	-150.0	440.0	51346.9		51346.7
-22.0	-150.0	440.5	51349.2		51350.3
-20.5	-150.0	441.0	51347.1		51349.0
-19.0	-150.0	441.5	51350.2		51350.0
-17.5	-150.0	442.0	51349.7		51349.7
-16.0	-150.0	442.5	51348.6		51350.9
-14.5	-150.0	443.0	51349.3		51351.7
-13.0	-150.0	443.5	51350.6		51349.2
-11.5	-150.0	444.0	51348.6		51349.5
-10.0	-150.0	444.5	51350.9		51351.2
-8.5	-150.0	445.0	51350.1		51350.1
-7.0	-150.0	445.5	51351.1		51350.9
-5.5	-150.0	446.0	51349.4		51350.3
-4.0	-150.0	446.5	51348.7		51349.8
-2.5	-150.0	447.0	51348.8		51350.4
-1.0	-150.0	447.5	51349.3		51351.6
0.5	-150.0	448.0	51351.4		51351.4
2.0	-150.0	448.5	51348.6		51350.7
3.5	-150.0	449.0	51350.5		51351.2
5.0	-150.0	449.5	51352.0		51352.5
6.5	-150.0	450.0	51348.2		51349.4
8.0	-150.0	450.5	51346.2		51345.8
9.5	-150.0	451.0	51348.8		51350.0
11.0	-150.0	451.5	51345.9		51348.9
12.5	-150.0	452.0	51346.9		51347.6
14.0	-150.0	452.5	51346.6		51347.2
15.5	-150.0	453.0	51348.0		51349.1
17.0	-150.0	453.5	51345.2		51347.4
18.5	-150.0	454.0	51347.4		51347.8
20.0	-150.0	454.5	51349.2		51349.0
21.5	-150.0	455.0	51345.9		51345.0
23.0	-150.0	455.5	51344.1		51344.0
24.5	-150.0	456.0	51344.7		51347.4
26.0	-150.0	456.5	51348.9		51350.4
27.5	-150.0	457.0	51343.9		51343.1
29.0	-150.0	457.5	51345.8		51345.3
30.5	-150.0	458.0	51346.7		51346.5
32.0	-150.0	458.5	51342.6		51343.9
33.5	-150.0	459.0	51342.2		51345.0
35.0	-150.0	459.5	51342.7		51344.2
36.5	-150.0	460.0	51342.1		51342.8
38.0	-150.0	460.5	51340.6		51342.8
39.5	-150.0	461.0	51342.2		51343.3
41.0	-150.0	461.5	51342.7		51345.4
42.5	-150.0	462.0	51339.2		51339.9
44.0	-150.0	462.5	51340.2		51340.0
45.5	-150.0	463.0	51338.0		51338.3
47.0	-150.0	463.5	51336.5		51337.4
48.5	-150.0	464.0	51341.5		51342.8
50.0	-150.0	464.5	51339.0		51341.9
51.5	-150.0	465.0	51340.9		51343.0
53.0	-150.0	465.5	51340.2		51340.5
54.5	-150.0	466.0	51338.9		51339.7
56.0	-150.0	466.5	51339.6		51338.3
57.5	-150.0	467.0	51337.5		51336.0
59.0	-150.0	467.5	51338.9		51336.6
60.5	-150.0	468.0	51339.6		51341.3
62.0	-150.0	468.5	51338.2		51339.9
63.5	-150.0	469.0	51338.5		51337.5
65.0	-150.0	469.5	51338.3		51338.5
66.5	-150.0	470.0	51335.8		51337.6
68.0	-150.0	470.5	51337.9		51338.6
69.5	-150.0	471.0	51337.8		51338.0
71.0	-150.0	471.5	51336.2		51335.4
72.5	-150.0	472.0	51338.7		51339.0
74.0	-150.0	472.5	51337.2		51337.8
75.5	-150.0	473.0	51337.2		51338.4
77.0	-150.0	473.5	51337.3		51337.2
78.5	-150.0	474.0	51338.5		51337.8
80.0	-150.0	474.5	51337.9		51336.8
81.5	-150.0	475.0	51337.8		51339.1
83.0	-150.0	475.5	51338.4		51336.7
84.5	-150.0	476.0	51337.9		51337.8
86.0	-150.0	476.5	51336.0		51337.0
87.5	-150.0	477.0	51337.8		51339.3
89.0	-150.0	477.5	51336.8		51339.0
90.5	-150.0	478.0	51335.7		51336.3
92.0	-150.0	478.5	51336.2		51337.0
93.5	-150.0	479.0	51336.4		51336.1
95.0	-150.0	479.5	51337.0		51338.7
96.5	-150.0	480.0	51334.8		51335.0
98.0	-150.0	480.5	51336.3		51338.0
99.5	-150.0	481.0	51335.0		51334.4
101.0	-150.0	481.5	51338.2		51339.0
102.5	-150.0	482.0	51333.8		51335.9
104.0	-150.0	482.5	51335.9		51337.4
105.5	-150.0	483.0	51337.7		51338.6
107.0	-150.0	483.5	51337.9		51338.7
108.5	-150.0	484.0	51337.7		51339.6
110.0	-150.0	484.5	51338.9		51339.5
111.5	-150.0	485.0	51337.0		51338.8
113.0	-150.0	485.5	51336.7		51338.4
114.5	-150.0	486.0	51341.8		51340.5
116.0	-150.0	486.5	51339.3		51338.6
117.5	-150.0	487.0	51339.1		51338.4
119.0	-150.0	487.5	51339.8		51340.9
120.5	-150.0	488.0	51338.1		51338.9
122.0	-150.0	488.5	51344.0		51340.1
123.5	-150.0	489.0	51338.7		51337.5
125.0	-150.0	489.5	51338.4		51338.1
126.5	-150.0	490.0	51338.7		51339.8
128.0	-150.0	490.5	51339.8		51339.9
129.5	-150.0	491.0	51341.7		51340.7
131.0	-150.0	491.5	51340.7		51343.0
132.5	-150.0	492.0	51341.3		51339.0
134.0	-150.0	492.5	51342.4		51342.4
135.5	-150.0	493.0	51340.4		51339.4
137.0	-150.0	493.5	51340.7		51341.3
138.5	-150.0	494.0	51341.7		51341.9
140.0	-150.0	494.5	51341.8		51343.3
141.5	-150.0	495.0	51342.7		51344.0
143.0	-150.0	495.5	51339.6		51341.1
144.5	-150.0	496.0	51341.4		51342.0
146.0	-150.0	496.5	51343.2		51342.2
147.5	-150.0	497.0	51340.5		51340.3
149.0	-150.0	497.5	51339.2		51339.4
150.5	-150.0	498.0	51340.6		51339.9
152.0	-150.0	498.5	51340.2		51340.1
153.5	-150.0	499.0	51339.1		51339.1
155.0	-150.0	499.5	51338.7		51337.3
156.5	-150.0	500.0	51340.2		51340.9
158.0	-150.0	500.5	51338.7		51337.7
159.5	-150.0	501.0	51340.1		51341.9
161.0	-150.0	501.5	51340.5		51338.8
162.5	-150.0	502.0	51338.5		51339.6
164.0	-150.0	502.5	51339.8		51340.2
165.5	-150.0	503.0	51334.9		51338.0
167.0	-150.0	503.5	51337.9		51338.0
168.5	-150.0	504.0	51340.5		51337.3
170.0	-150.0	504.5	51339.7		51339.1
171.5	-150.0	505.0	51337.3		51336.4
173.0	-150.0	505.5	51338.1		51339.6
174.5	-150.0	506.0	51337.1		51338.2
176.0	-150.0	506.5	51339.6		51338.7
177.5	-150.0	507.0	51339.9		51342.0
179.0	-150.0	507.5	51341.0		51340.5
180.5	-150.0	508.0	51341.8		51341.9
182.0	-150.0	508.5	51337.9		51336.5
183.5	-150.0	509.0	51339.8		51341.1
185.0	-150.0	509.5	51337.1		51338.3
186.5	-150.0	510.0	51338.3		51338.5
188.0	-150.0	510.5	51342.8		51341.5
189.5	-150.0	511.0	51341.0		51342.1
191.0	-150.0	511.5	51341.1		51338.0
192.5	-150.0	512.0	51340.6		51342.2
194.0	-150.0	512.5	51341.4		51343.4
195.5	-150.0	513.0	51343.8		51343.1
197.0	-150.0	513.5	51341.5		51338.5
198.5	-150.0	514.0	51342.2		51341.6
200.0	-150.0	514.5	51341.6		51340.6
201.5	-150.0	515.0	51343.8		51343.8
203.0	-150.0	515.5	51344.6		51343.8
204.5	-150.0	516.0	51342.7		51342.7
206.0	-150.0	516.5	51344.7		51342.9
207.5	-150.0	517.0	51343.1		51343.8
209.0	-150.0	517.5	51344.1		51344.2
210.5	-150.0	518.0	51343.4		51341.4
212.0	-150.0	518.5	51342.2		51342.4
213.5	-150.0	519.0	51344.0		51345.7
215.0	-150.0	519.5	51345.3		51345.2
216.5	-150.0	520.0	51345.2		51345.1
218.0	-150.0	520.5	51344.2		51343.9
219.5	-150.0	521.0	51346.8		51344.5
221.0	-150.0	521.5	51346.0		51347.3
222.5	-150.0	522.0	51345.5		51346.2
224.0	-150.0	522.5	51345.1		51345.2
225.5	-150.0	523.0	51348.2		51349.0
227.0	-150.0	523.5	51348.0		51348.3
228.5	-150.0	524.0	51345.9		51346.5
230.0	-150.0	524.5	51346.7		51344.4
231.5	-150.0	525.0	51344.6		51346.6
233.0	-150.0	525.5	51344.5		51345.6
234.5	-150.0	526.0	51343.9		51344.3
236.0	-150.0	526.5	51345.1		51346.0
237.5	-150.0	527.0	51344.2		51345.5
239.0	-150.0	527.5	51346.7		51347.1
240.5	-150.0	528.0	51346.0		51345.9
242.0	-150.0	528.5	51346.4		51344.7
243.5	-150.0	529.0	51346.3		51345.4
245.0	-150.0	529.5	51344.7		51344.6
246.5	-150.0	530.0	51346.5		51348.4
248.0	-150.0	530.5	51346.2		51345.8
249.5	-150.0	531.0	51344.1		51342.7
-250.0	-100.0	531.5	51341.5		51344.7
-248.5	-100.0	532.0	51342.8		51344.1
-247.0	-100.0	532.5	51340.3		51342.5
-245.5	-100.0	533.0	51344.9		51345.0
-244.0	-100.0	533.5	51342.9		51345.5
-242.5	-100.0	534.0	51340.7		51340.5
-241.0	-100.0	534.5	51341.6		51340.1
-239.5	-100.0	535.0	51342.0		51341.7
-238.0	-100.0	535.5	51343.6		51344.5
-236.5	-100.0	536.0	51342.0		51344.8
-235.0	-100.0	536.5	51344.1		51344.5
-233.5	-100.0	537.0	51341.2		51342.7
-232.0	-100.0	537.5	51341.4		51342.8
-230.5	-100.0	538.0	51342.6		51343.3
-229.0	-100.0	538.5	51339.8		51343.5
-227.5	-100.0	539.0	51340.1		51342.9
-226.0	-100.0	539.5	51340.1		51343.1
-224.5	-100.0	540.0	51340.5		51339.9
-223.0	-100.0	540.5	51340.6		51341.9
-221.5	-100.0	541.0	51341.9		51343.1
-220.0	-100.0	541.5	51343.1		51343.1
-218.5	-100.0	542.0	51342.8		51344.2
-217.0	-100.0	542.5	51341.8		51340.6
-215.5	-100.0	543.0	51342.3		51343.2
-214.0	-100.0	543.5	51343.8		51342.7
-212.5	-100.0	544.0	51340.7		51342.1
-211.0	-100.0	544.5	51341.6		51343.3
-209.5	-100.0	545.0	51342.9		51342.4
-208.0	-100.0	545.5	51342.2		51342.5
-206.5	-100.0	546.0	51344.2		51345.3
-205.0	-100.0	546.5	51342.9		51344.2
-203.5	-100.0	547.0	51344.6		51346.1
-202.0	-100.0	547.5	51345.1		51345.3
-200.5	-100.0	548.0	51344.9		51344.2
-199.0	-100.0	548.5	51343.7		51342.0
-197.5	-100.0	549.0	51343.2		51344.8
-196.0	-100.0	549.5	51343.6		51344.3
-194.5	-100.0	550.0	51346.5		51345.7
-193.0	-100.0	550.5	51345.5		51344.9
-191.5	-100.0	551.0	51345.6		51347.4
-190.0	-100.0	551.5	51346.2		51346.7
-188.5	-100.0	552.0	51347.2		51349.0
-187.0	-100.0	552.5	51348.1		51349.6
-185.5	-100.0	553.0	51346.6		51347.7
-184.0	-100.0	553.5	51346.3		51345.9
-182.5	-100.0	554.0	51348.8		51349.6
-181.0	-100.0	554.5	51346.4		51347.3
-179.5	-100.0	555.0	51346.2		51346.2
-178.0	-100.0	555.5	51349.2		51350.3
-176.5	-100.0	556.0	51345.9		51348.4
-175.0	-100.0	556.5	51348.2		51349.3
-173.5	-100.0	557.0	51347.4		51348.7
-172.0	-100.0	557.5	51350.4		51351.8
-170.5	-100.0	558.0	51348.8		51351.0
-169.0	-100.0	558.5	51349.3		51350.9
-167.5	-100.0	559.0	51349.5		51350.8
-166.0	-100.0	559.5	51348.8		51349.4
-164.5	-100.0	560.0	51351.2		51351.5
-163.0	-100.0	560.5	51347.2		51347.2
-161.5	-100.0	561.0	51348.1		51347.9
-160.0	-100.0	561.5	51350.0		51349.9
-158.5	-100.0	562.0	51349.8		51351.3
-157.0	-100.0	562.5	51348.3		51348.2
-155.5	-100.0	563.0	51347.3		51347.5
-154.0	-100.0	563.5	51348.0		51346.9
-152.5	-100.0	564.0	51349.3		51349.0
-151.0	-100.0	564.5	51348.9		51347.1
-149.5	-100.0	565.0	51352.4		51349.5
-148.0	-100.0	565.5	51349.4		51347.9
-146.5	-100.0	566.0	51346.2		51345.5
-145.0	-100.0	566.5	51347.7		51347.1
-143.5	-100.0	567.0	51348.8		51348.5
-142.0	-100.0	567.5	51348.3		51346.2
-140.5	-100.0	568.0	51348.0		51348.2
-139.0	-100.0	568.5	51348.6		51346.5
-137.5	-100.0	569.0	51348.5		51346.1
-136.0	-100.0	569.5	51347.8		51348.0
-134.5	-100.0	570.0	51346.0		51346.3
-133.0	-100.0	570.5	51349.7		51347.9
-131.5	-100.0	571.0	51349.3		51347.5
-130.0	-100.0	571.5	51349.2		51346.3
-128.5	-100.0	572.0	51350.1		51346.0
-127.0	-100.0	572.5	51352.2		51347.5
-125.5	-100.0	573.0	51353.6		51343.5
-124.0	-100.0	573.5	51359.3		51345.7
-122.5	-100.0	574.0	51363.7		51346.3
-121.0	-100.0	574.5	51364.0		51345.4
-119.5	-100.0	575.0	51364.9		51344.6
-118.0	-100.0	575.5	51363.4		51345.0
-116.5	-100.0	576.0	51364.8		51344.5
-115.0	-100.0	576.5	51365.1		51346.9
-113.5	-100.0	577.0	51361.8		51344.5
-112.0	-100.0	577.5	51360.6		51345.9
-110.5	-100.0	578.0	51357.5		51344.2
-109.0	-100.0	578.5	51353.5		51345.6
-107.5	-100.0	579.0	51347.8		51344.8
-106.0	-100.0	579.5	51343.6		51341.9
-104.5	-100.0	580.0	51343.5		51342.6
-103.0	-100.0	580.5	51342.0		51345.0
-101.5	-100.0	581.0	51343.6		51346.5
-100.0	-100.0	581.5	51341.2		51344.7
-98.5	-100.0	582.0	51342.5		51346.0
-97.0	-100.0	582.5	51341.4		51343.3
-95.5	-100.0	583.0	51342.0		51342.6
-94.0	-100.0	583.5	51344.9		51346.5
-92.5	-100.0	584.0	51343.8		51345.3
-91.0	-100.0	584.5	51342.1		51344.4
-89.5	-100.0	585.0	51342.3		51345.5
-88.0	-100.0	585.5	51342.7		51344.6
-86.5	-100.0	586.0	51341.4		51343.8
-85.0	-100.0	586.5	51342.6		51343.3
-83.5	-100.0	587.0	51342.9		51344.0
-82.0	-100.0	587.5	51341.7		51344.5
-80.5	-100.0	588.0	51341.0		51343.5
-79.0	-100.0	588.5	51342.7		51345.1
-77.5	-100.0	589.0	51342.1		51345.2
-76.0	-100.0	589.5	51341.5		51344.7
-74.5	-100.0	590.0	51341.5		51344.7
-73.0	-100.0	590.5	51342.5		51345.9
-71.5	-100.0	591.0	51342.0		51342.7
-70.0	-100.0	591.5	51342.4		51342.4
-68.5	-100.0	592.0	51343.4		51344.5
-67.0	-100.0	592.5	51342.9		51345.6
-65.5	-100.0	593.0	51342.7		51343.2
-64.0	-100.0	593.5	51342.3		51344.7
-62.5	-100.0	594.0	51339.7		51342.1
-61.0	-100.0	594.5	51341.8		51344.0
-59.5	-100.0	595.0	51343.0		51344.5
-58.0	-100.0	595.5	51344.1		51345.2
-56.5	-100.0	596.0	51342.8		51344.2
-55.0	-100.0	596.5	51343.4		51341.7
-53.5	-100.0	597.0	51342.0		51344.1
-52.0	-100.0	597.5	51343.2		51342.5
-50.5	-100.0	598.0	51342.2		51343.3
-49.0	-100.0	598.5	51342.4		51344.7
-47.5	-100.0	599.0	51341.0		51343.2
-46.0	-100.0	599.5	51339.5		51341.8
-44.5	-100.0	600.0	51341.7		51344.0
-43.0	-100.0	600.5	51344.1		51345.3
-41.5	-100.0	601.0	51343.2		51344.7
-40.0	-100.0	601.5	51340.0		51342.5
-38.5	-100.0	602.0	51341.0		51341.3
-37.0	-100.0	602.5	51342.8		51343.4
-35.5	-100.0	603.0	51343.1		51345.4
-34.0	-100.0	603.5	51341.5		51345.0
-32.5	-100.0	604.0	51342.8		51345.5
-31.0	-100.0	604.5	51340.7		51342.2
-29.5	-100.0	605.0	51343.0		51342.8
-28.0	-100.0	605.5	51343.1		51343.4
-26.5	-100.0	606.0	51342.3		51343.4
-25.0	-100.0	606.5	51343.0		51345.2
-23.5	-100.0	607.0	51345.6		51346.8
-22.0	-100.0	607.5	51342.3		51344.4
-20.5	-100.0	608.0	51343.9		51343.0
-19.0	-100.0	608.5	51343.4		51342.0
-17.5	-100.0	609.0	51344.8		51345.8
-16.0	-100.0	609.5	51342.6		51343.1
-14.5	-100.0	610.0	51343.9		51344.9
-13.0	-100.0	610.5	51343.2		51344.8
-11.5	-100.0	611.0	51343.3		51342.6
-10.0	-100.0	611.5	51343.4		51343.1
-8.5	-100.0	612.0	51343.9		51343.9
-7.0	-100.0	612.5	51340.7		51342.2
-5.5	-100.0	613.0	51345.6		51346.6
-4.0	-100.0	613.5	51343.6		51344.9
-2.5	-100.0	614.0	51344.8		51347.6
-1.0	-100.0	614.5	51346.2		51346.0
0.5	-100.0	615.0	51344.9		51346.6
2.0	-100.0	615.5	51344.6		51344.3
3.5	-100.0	616.0	51341.9		51343.2
5.0	-100.0	616.5	51344.6		51345.0
6.5	-100.0	617.0	51343.9		51344.4
8.0	-100.0	617.5	51343.8		51345.5
9.5	-100.0	618.0	51344.5		51344.0
11.0	-100.0	618.5	51344.5		51345.0
12.5	-100.0	619.0	51342.6		51344.9
14.0	-100.0	619.5	51343.0		51344.9
15.5	-100.0	620.0	51345.0		51346.8
17.0	-100.0	620.5	51343.5		51345.4
18.5	-100.0	621.0	51345.0		51345.1
